G;+;Дата;Время;Документ;Номер;Комментарий;АвтоматическийВвод;УникальныйИдентификатор;флВ;УникальныйИдентификаторА2000;ОтборВЖурнале;ИД_Ефа;Филиал документа;Филиал и тип журнала документов;Тип журнала документов;Поступление;Отгрузка;Контрагент;Основание;Номер входящего документа;;
;+;18.12.13;12:00:00;Поступление товаров;00000115562;Номер документа в Е-Фарма 13359231;1;;;;;DC9503B5-6905-4320-AF87-5237FC0DCA91;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2701,14;;Роста;Договор поставки №76 от 02.09.2010 г.;13359231;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115568;Номер документа в Е-Фарма 13360146;1;;;;;D7DEAC3E-D096-41CA-8D1F-C01584D7F688;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5981,95;;Роста;Договор поставки №76 от 02.09.2010 г.;13360146;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115578;Номер документа в Е-Фарма 13357313;1;;;;;F6897175-239B-4CC2-94C1-85D67D8D22C4;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3866,07;;Роста;Договор поставки №76 от 02.09.2010 г.;13357313;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115589;Номер документа в Е-Фарма 13358165;1;;;;;E478B826-4457-4F38-8F00-24B3781C0E03;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5454,27;;Роста;Договор поставки №76 от 02.09.2010 г.;13358165;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115590;Номер документа в Е-Фарма 13356251;1;;;;;737D0850-72C0-46C9-84F4-01FD02AC66C8;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3259,12;;Роста;Договор поставки №76 от 02.09.2010 г.;13356251;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115591;Номер документа в Е-Фарма 13358599;1;;;;;8DD6ECF7-EB47-4DA2-8804-39BCF3C974BB;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2626,36;;Роста;Договор поставки №76 от 02.09.2010 г.;13358599;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115601;Номер документа в Е-Фарма 13358558;1;;;;;E7DEBFE8-E2AB-464A-ACD6-F951E16ABC6B;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2118,6;;Роста;Договор поставки №76 от 02.09.2010 г.;13358558;17.12.13;17.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115623;Номер документа в Е-Фарма 13365091;1;;;;;1045FB2D-D3B2-4B06-A503-B54ED1E62CA0;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1414,98;;Роста;Договор поставки №76 от 02.09.2010 г.;13365091;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115632;Номер документа в Е-Фарма 13365469;1;;;;;7158EB1C-6F05-4782-9E42-7C4EA9752BA0;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1557,45;;Роста;Договор поставки №76 от 02.09.2010 г.;13365469;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115633;Номер документа в Е-Фарма 13365774;1;;;;;6184E7BE-0283-4AD4-B729-C634D9258DA5;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3851,72;;Роста;Договор поставки №76 от 02.09.2010 г.;13365774;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115682;Номер документа в Е-Фарма 13365661;1;;;;;3B06121A-6C65-411A-8249-2D838F2BF849;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;471,02;;Роста;Договор поставки №76 от 02.09.2010 г.;13365661;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115724;Номер документа в Е-Фарма 13365827;1;;;;;468F9D90-3586-4BC1-8A75-CE1939D64B08;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;25855,34;;Роста;Договор поставки №76 от 02.09.2010 г.;13365827;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115762;Номер документа в Е-Фарма 13365010;1;;;;;2DC1EB06-9E97-4143-84F7-F2F2914F8EB9;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;374,88;;Роста;Договор поставки №76 от 02.09.2010 г.;13365010;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115765;Номер документа в Е-Фарма 13365225;1;;;;;6D67FE89-B642-4B89-9A23-222B4E0EC3CA;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1127,06;;Роста;Договор поставки №76 от 02.09.2010 г.;13365225;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115783;Номер документа в Е-Фарма 13366237;1;;;;;D3D4E3E4-F641-499B-BF94-C41657634D6B;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2930,5;;Роста;Договор поставки №76 от 02.09.2010 г.;13366237;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115784;Номер документа в Е-Фарма 13365111;1;;;;;72770F7C-B3EB-4CE7-95F1-20A4A89F6992;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;457,34;;Роста;Договор поставки №76 от 02.09.2010 г.;13365111;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115807;Номер документа в Е-Фарма 13366855;1;;;;;EC894832-EBE6-4793-AD0E-F29D9B09F511;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;10702,22;;Роста;Договор поставки №76 от 02.09.2010 г.;13366855;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115810;Номер документа в Е-Фарма 13365907;1;;;;;E36BE5C3-CB3D-4528-92AA-99C64636312A;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3315,49;;Роста;Договор поставки №76 от 02.09.2010 г.;13365907;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115822;Номер документа в Е-Фарма 13366870;1;;;;;B39A3693-8AF4-440B-A187-6BA2B5DDC23A;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2794,5;;Роста;Договор поставки №76 от 02.09.2010 г.;13366870;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115825;Номер документа в Е-Фарма 13366801;1;;;;;14A3397D-5F7C-47AC-B0DD-F44EDDECF502;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;9469,65;;Роста;Договор поставки №76 от 02.09.2010 г.;13366801;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115827;Номер документа в Е-Фарма 13349683;1;;;;;EC990F0A-C24D-4432-9FF7-0D0492BDBBA7;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3492,91;;Роста;Договор поставки №76 от 02.09.2010 г.;13349683;16.12.13;16.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115828;Номер документа в Е-Фарма 13367245;1;;;;;C56CEE27-F103-4269-AAA7-CC88324ECFD1;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;416,05;;Роста;Договор поставки №76 от 02.09.2010 г.;13367245;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115830;Номер документа в Е-Фарма 13365026;1;;;;;C4EF786A-CAB6-4104-904F-AFBFCCA3ECBC;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2870,72;;Роста;Договор поставки №76 от 02.09.2010 г.;13365026;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115837;Номер документа в Е-Фарма 13365033;1;;;;;C8F8A055-07B0-43B1-BEB4-65EDD9608B64;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;10327,77;;Роста;Договор поставки №76 от 02.09.2010 г.;13365033;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115845;Номер документа в Е-Фарма 13365043;1;;;;;C2051D32-1241-4D17-A4CD-89C138358700;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2008,67;;Роста;Договор поставки №76 от 02.09.2010 г.;13365043;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115848;Номер документа в Е-Фарма 13364544;1;;;;;AC9909FD-09BC-47F0-9EC4-3ABD82DFE92E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5580,96;;Роста;Договор поставки №76 от 02.09.2010 г.;13364544;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115849;Номер документа в Е-Фарма 13365023;1;;;;;DE8FEE27-BF0C-43A4-9A78-F708D2EBBC0F;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;7589,48;;Роста;Договор поставки №76 от 02.09.2010 г.;13365023;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115850;Номер документа в Е-Фарма 13365368;1;;;;;437A63AA-3E26-48A4-A245-69A8FAE2F029;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1248,26;;Роста;Договор поставки №76 от 02.09.2010 г.;13365368;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115851;Номер документа в Е-Фарма 13365037;1;;;;;59660138-4422-4DA3-B280-8818F947AFEC;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3139,02;;Роста;Договор поставки №76 от 02.09.2010 г.;13365037;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115852;Номер документа в Е-Фарма 13365365;1;;;;;01A2BAD6-3615-44E4-8D7D-A2C21B4C515F;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;845,93;;Роста;Договор поставки №76 от 02.09.2010 г.;13365365;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115853;Номер документа в Е-Фарма 13367767;1;;;;;94400DE6-4B1A-4C27-AB2F-8CB60BF3A211;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3688,54;;Роста;Договор поставки №76 от 02.09.2010 г.;13367767;18.12.13;18.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000115877;Номер документа в Е-Фарма 13372200;1;;;;;9BC30201-50C5-42A2-9B03-D36D3BD34B97;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2771,73;;Роста;Договор поставки №76 от 02.09.2010 г.;13372200;19.12.13;19.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000115878;Номер документа в Е-Фарма 13373076;1;;;;;83868A69-7114-43A5-9A58-E94643CDEF08;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;295,16;;Роста;Договор поставки №76 от 02.09.2010 г.;13373076;19.12.13;19.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000115890;Номер документа в Е-Фарма 13372696;1;;;;;E757E097-5CC7-4E58-AB67-2051E253E855;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2704,06;;Роста;Договор поставки №76 от 02.09.2010 г.;13372696;19.12.13;19.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000115891;Номер документа в Е-Фарма 13373828;1;;;;;7B854A10-7C95-40CB-9DF2-A2834F420B2D;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3020,95;;Роста;Договор поставки №76 от 02.09.2010 г.;13373828;19.12.13;19.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000115915;Номер документа в Е-Фарма 13373979;1;;;;;621D6CAC-1910-47B9-A190-D3840DC1A4E7;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;11952,19;;Роста;Договор поставки №76 от 02.09.2010 г.;13373979;19.12.13;19.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000115966;Номер документа в Е-Фарма 13370924;1;;;;;D739D4AA-8C3A-4F80-B3A4-D891B2E04F81;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;12413,7;;Роста;Договор поставки №76 от 02.09.2010 г.;13370924;19.12.13;19.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000115971;Номер документа в Е-Фарма 13372590;1;;;;;436E85D2-E10C-428E-BFD4-1A32C190DD80;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2115,26;;Роста;Договор поставки №76 от 02.09.2010 г.;13372590;19.12.13;19.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000116007;Номер документа в Е-Фарма 13360396;1;;;;;87A34E1D-3E53-46F7-9E58-6B6F81E644BF;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1307,82;;Роста;Договор поставки №76 от 02.09.2010 г.;13360396;17.12.13;17.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000116008;Номер документа в Е-Фарма 13372172;1;;;;;9EACFFD7-E087-4E19-A642-7B1A8B49C4C6;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;793,11;;Роста;Договор поставки №76 от 02.09.2010 г.;13372172;19.12.13;19.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000116009;Номер документа в Е-Фарма 13372692;1;;;;;CA9D9BFE-A594-4A26-8B10-890CD77F57B1;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4893,46;;Роста;Договор поставки №76 от 02.09.2010 г.;13372692;19.12.13;19.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000116026;Номер документа в Е-Фарма 13372878;1;;;;;4D4E667B-0D37-45E9-94A9-034785A938FD;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1343,29;;Роста;Договор поставки №76 от 02.09.2010 г.;13372878;19.12.13;19.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000116027;Номер документа в Е-Фарма 13372941;1;;;;;0F5679E5-9C9C-4A18-BF93-DFDE06A9714D;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;7710,56;;Роста;Договор поставки №76 от 02.09.2010 г.;13372941;19.12.13;19.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000116109;Номер документа в Е-Фарма 13371548;1;;;;;BDE82A04-086D-4F84-99D1-57BD778B8D1E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4673,2;;Роста;Договор поставки №76 от 02.09.2010 г.;13371548;19.12.13;19.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000116110;Номер документа в Е-Фарма 13372906;1;;;;;B9A9B9E9-19B6-4990-AFB2-3E9AAF0AE98B;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;298,22;;Роста;Договор поставки №76 от 02.09.2010 г.;13372906;19.12.13;19.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000116121;Номер документа в Е-Фарма 13373758;1;;;;;CEC53446-2246-4927-9A23-CEABE61D03B0;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2328,13;;Роста;Договор поставки №76 от 02.09.2010 г.;13373758;19.12.13;19.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000116145;Номер документа в Е-Фарма 13373986;1;;;;;27565D59-FE91-4BB4-9600-49069080C0BD;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2436,33;;Роста;Договор поставки №76 от 02.09.2010 г.;13373986;19.12.13;19.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000116147;Номер документа в Е-Фарма 13373318;1;;;;;6CFEF3C3-23F1-4D94-8254-4983870E34DB;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;8605,91;;Роста;Договор поставки №76 от 02.09.2010 г.;13373318;19.12.13;19.12.13
;+;22.12.13;12:00:00;Поступление товаров;00000116158;Номер документа в Е-Фарма 13373169;1;;;;;BA6DB5CD-3B1D-4F56-8307-94832C5CED69;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2448,33;;Роста;Договор поставки №76 от 02.09.2010 г.;13373169;19.12.13;19.12.13
;+;22.12.13;12:00:00;Поступление товаров;00000116159;Номер документа в Е-Фарма 13373541;1;;;;;AE5AB58A-4B74-445F-9A05-399D2D53A1DF;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3818,88;;Роста;Договор поставки №76 от 02.09.2010 г.;13373541;19.12.13;19.12.13
;+;22.12.13;12:00:00;Поступление товаров;00000116181;Номер документа в Е-Фарма 13373521;1;;;;;C9C31885-3E68-4708-9988-E8C6090D1B0E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3259,91;;Роста;Договор поставки №76 от 02.09.2010 г.;13373521;19.12.13;19.12.13
;+;23.12.13;12:00:00;Поступление товаров;00000116194;Номер документа в Е-Фарма 13379229;1;;;;;47DB177A-8808-412C-AC99-7C97483DCCC2;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;294,43;;Роста;Договор поставки №76 от 02.09.2010 г.;13379229;20.12.13;20.12.13
;+;23.12.13;12:00:00;Поступление товаров;00000116195;Номер документа в Е-Фарма 13380270;1;;;;;3E3FA770-1B4C-4ADB-B39D-1F5C7C041098;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1223,64;;Роста;Договор поставки №76 от 02.09.2010 г.;13380270;20.12.13;20.12.13
;+;23.12.13;12:00:00;Поступление товаров;00000116202;Номер документа в Е-Фарма 13376567;1;;;;;6E7BC5D6-2F68-4935-B056-78004061B94E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;173,02;;Роста;Договор поставки №76 от 02.09.2010 г.;13376567;20.12.13;20.12.13
;+;23.12.13;12:00:00;Поступление товаров;00000116206;Номер документа в Е-Фарма 13378475;1;;;;;64BC9F31-75E4-4B4E-95E3-9FB0ABBB6594;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4583,74;;Роста;Договор поставки №76 от 02.09.2010 г.;13378475;20.12.13;20.12.13
;+;23.12.13;12:00:00;Поступление товаров;00000116216;Номер документа в Е-Фарма 13379488;1;;;;;91A8F951-540B-4F32-BBB0-10217F75F902;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4372,02;;Роста;Договор поставки №76 от 02.09.2010 г.;13379488;20.12.13;20.12.13
;+;23.12.13;12:00:00;Поступление товаров;00000116226;Номер документа в Е-Фарма 13376565;1;;;;;45242AC2-3350-4301-B351-29BCA4C3FD6E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1717,19;;Роста;Договор поставки №76 от 02.09.2010 г.;13376565;20.12.13;20.12.13
;+;23.12.13;12:00:00;Поступление товаров;00000116238;Номер документа в Е-Фарма 13379025;1;;;;;AD50ED94-F22B-426B-9E70-C5DB7C98AAD9;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;659,03;;Роста;Договор поставки №76 от 02.09.2010 г.;13379025;20.12.13;20.12.13
;+;23.12.13;12:00:00;Поступление товаров;00000116239;Номер документа в Е-Фарма 13380736;1;;;;;A68A7415-14D8-4C1C-804D-4992BBF090E7;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1308,42;;Роста;Договор поставки №76 от 02.09.2010 г.;13380736;20.12.13;20.12.13
;+;23.12.13;12:00:00;Поступление товаров;00000116241;Номер документа в Е-Фарма 13379923;1;;;;;2AE3CFFB-DDF4-4D3D-8912-1A4FE5EE0063;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;7015,8;;Роста;Договор поставки №76 от 02.09.2010 г.;13379923;20.12.13;20.12.13
;+;23.12.13;12:00:00;Поступление товаров;00000116245;Номер документа в Е-Фарма 13379225;1;;;;;D773F301-8D5D-4F9F-85D5-BE0E9E891467;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3281,42;;Роста;Договор поставки №76 от 02.09.2010 г.;13379225;20.12.13;20.12.13
;+;23.12.13;12:00:00;Поступление товаров;00000116256;Номер документа в Е-Фарма 13377529;1;;;;;D427601E-866D-4A21-9438-81EDA076177B;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;7846,39;;Роста;Договор поставки №76 от 02.09.2010 г.;13377529;20.12.13;20.12.13
;+;23.12.13;12:00:00;Поступление товаров;00000116257;Номер документа в Е-Фарма 13378871;1;;;;;5502118D-07B9-4A31-9CE5-532A7EA26148;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2179,42;;Роста;Договор поставки №76 от 02.09.2010 г.;13378871;20.12.13;20.12.13
;+;23.12.13;12:00:00;Поступление товаров;00000116281;Номер документа в Е-Фарма 13377471;1;;;;;537D3AD9-27EE-49E0-A849-4DF9517AFC41;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;11431;;Роста;Договор поставки №76 от 02.09.2010 г.;13377471;20.12.13;20.12.13
;+;23.12.13;12:00:00;Поступление товаров;00000116282;Номер документа в Е-Фарма 13377346;1;;;;;EBC6BEDD-9C89-414E-9C95-CDB17574310B;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;801,44;;Роста;Договор поставки №76 от 02.09.2010 г.;13377346;20.12.13;20.12.13
;+;23.12.13;12:00:00;Поступление товаров;00000116293;Номер документа в Е-Фарма 13379992;1;;;;;4E8BD647-5CB9-44AB-87AC-DC154BC4843F;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2836,07;;Роста;Договор поставки №76 от 02.09.2010 г.;13379992;20.12.13;20.12.13
;+;23.12.13;12:00:00;Поступление товаров;00000116301;Номер документа в Е-Фарма 13379698;1;;;;;3691108B-36AF-4793-9783-12B4B6351DE5;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5750,61;;Роста;Договор поставки №76 от 02.09.2010 г.;13379698;20.12.13;20.12.13
;+;23.12.13;12:00:00;Поступление товаров;00000116306;Номер документа в Е-Фарма 13379242;1;;;;;D661FFD5-1A4E-4B1A-A76B-0122E1182F7F;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;268,13;;Роста;Договор поставки №76 от 02.09.2010 г.;13379242;20.12.13;20.12.13
;+;23.12.13;12:00:00;Поступление товаров;00000116307;Номер документа в Е-Фарма 13380095;1;;;;;CF248AF2-EE62-4E42-BDD8-9A29CA618577;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3575,23;;Роста;Договор поставки №76 от 02.09.2010 г.;13380095;20.12.13;20.12.13
;+;23.12.13;12:00:00;Поступление товаров;00000116308;Номер документа в Е-Фарма 13376510;1;;;;;046C5C36-6056-4821-B36F-B7FB14D1C885;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;317,25;;Роста;Договор поставки №76 от 02.09.2010 г.;13376510;20.12.13;20.12.13
;+;23.12.13;12:00:00;Поступление товаров;00000116314;Номер документа в Е-Фарма 13376537;1;;;;;84066160-42F9-4D77-A05F-A533C795C252;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1013,31;;Роста;Договор поставки №76 от 02.09.2010 г.;13376537;20.12.13;20.12.13
;+;23.12.13;12:00:00;Поступление товаров;00000116315;Номер документа в Е-Фарма 13377468;1;;;;;2CDD2848-C640-4E4A-A777-F61FA2C5442B;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2051,92;;Роста;Договор поставки №76 от 02.09.2010 г.;13377468;20.12.13;20.12.13
;+;23.12.13;12:00:00;Поступление товаров;00000116354;Номер документа в Е-Фарма 13376513;1;;;;;28EB4AF2-34B8-4BC5-BA2A-E8568AE8C846;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;987,12;;Роста;Договор поставки №76 от 02.09.2010 г.;13376513;20.12.13;20.12.13
;+;23.12.13;12:00:00;Поступление товаров;00000116355;Номер документа в Е-Фарма 13377477;1;;;;;E6B7E5E5-B429-419D-85C4-80D4B5783EC7;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3587,49;;Роста;Договор поставки №76 от 02.09.2010 г.;13377477;20.12.13;20.12.13
;+;24.12.13;12:00:00;Поступление товаров;00000116390;Номер документа в Е-Фарма 13385571;1;;;;;EA8CD57E-DC74-49FD-BD6C-54F4F0E1F0A6;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4762,96;;Роста;Договор поставки №76 от 02.09.2010 г.;13385571;23.12.13;23.12.13
;+;24.12.13;12:00:00;Поступление товаров;00000116391;Номер документа в Е-Фарма 13386205;1;;;;;F0FB57EB-F50A-4BA1-BD95-5A15CF5D0E2C;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;9104,75;;Роста;Договор поставки №76 от 02.09.2010 г.;13386205;23.12.13;23.12.13
;+;24.12.13;12:00:00;Поступление товаров;00000116435;Номер документа в Е-Фарма 13371556;1;;;;;F9E256A9-8A3F-4AC4-974A-A53340AC2C13;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;8465,22;;Роста;Договор поставки №76 от 02.09.2010 г.;13371556;19.12.13;19.12.13
;+;24.12.13;12:00:00;Поступление товаров;00000116436;Номер документа в Е-Фарма 13373105;1;;;;;97622A56-0AF9-4093-9F89-7AB868F6A07C;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;313,45;;Роста;Договор поставки №76 от 02.09.2010 г.;13373105;19.12.13;19.12.13
;+;24.12.13;12:00:00;Поступление товаров;00000116443;Номер документа в Е-Фарма 13377103;1;;;;;51D9531C-CB9B-4ECE-8C41-2C7863360733;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4827,17;;Роста;Договор поставки №76 от 02.09.2010 г.;13377103;20.12.13;20.12.13
;+;24.12.13;12:00:00;Поступление товаров;00000116464;Номер документа в Е-Фарма 13386523;1;;;;;0C19A9E0-0367-4010-8589-80A34425FF65;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;7502,96;;Роста;Договор поставки №76 от 02.09.2010 г.;13386523;23.12.13;23.12.13
;+;24.12.13;12:00:00;Поступление товаров;00000116466;Номер документа в Е-Фарма 13385457;1;;;;;6D3A9EF5-797E-4FA3-ABD5-64D70738BF44;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4874,14;;Роста;Договор поставки №76 от 02.09.2010 г.;13385457;23.12.13;23.12.13
;+;24.12.13;12:00:00;Поступление товаров;00000116490;Номер документа в Е-Фарма 13385447;1;;;;;383E0EC9-D019-4D6C-9FF8-A726F6448EE9;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1241,16;;Роста;Договор поставки №76 от 02.09.2010 г.;13385447;23.12.13;23.12.13
;+;24.12.13;12:00:00;Поступление товаров;00000116509;Номер документа в Е-Фарма 13386276;1;;;;;483FD078-7BAC-4DA2-93B3-4F781F854C33;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4774,06;;Роста;Договор поставки №76 от 02.09.2010 г.;13386276;23.12.13;23.12.13
;+;24.12.13;12:00:00;Поступление товаров;00000116510;Номер документа в Е-Фарма 13385554;1;;;;;B929A0C4-5335-4C9F-BEB7-9F2EE70AE390;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;185,12;;Роста;Договор поставки №76 от 02.09.2010 г.;13385554;23.12.13;23.12.13
;+;24.12.13;12:00:00;Поступление товаров;00000116542;Номер документа в Е-Фарма 13386497;1;;;;;CF76520E-834B-4DBD-BAC0-FAE4A95D8ED5;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;8714,7;;Роста;Договор поставки №76 от 02.09.2010 г.;13386497;23.12.13;23.12.13
;+;25.12.13;12:00:00;Поступление товаров;00000116620;Номер документа в Е-Фарма 13392216;1;;;;;0EC840D2-9DDC-472C-82A1-0E8F24202B6D;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;13070,46;;Роста;Договор поставки №76 от 02.09.2010 г.;13392216;24.12.13;24.12.13
;+;25.12.13;12:00:00;Поступление товаров;00000116621;Номер документа в Е-Фарма 13392242;1;;;;;9AF6A4E3-6B8E-47AC-BE8F-7CE3573248BF;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;802,03;;Роста;Договор поставки №76 от 02.09.2010 г.;13392242;24.12.13;24.12.13
