G;+;Дата;Время;Документ;Номер;Комментарий;АвтоматическийВвод;УникальныйИдентификатор;флВ;УникальныйИдентификаторА2000;ОтборВЖурнале;ИД_Ефа;Филиал документа;Филиал и тип журнала документов;Тип журнала документов;Поступление;Отгрузка;Контрагент;Основание;Номер входящего документа;;
;+;19.11.13;12:00:00;Поступление товаров;00000110256;Номер документа в Е-Фарма 423802;1;;;;;0AF438FC-19B6-4560-9ABE-78AD9DCFD3D6;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;43852,04;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);423802;18.11.13;18.11.13
;+;19.11.13;12:00:00;Поступление товаров;00000110260;Номер документа в Е-Фарма 421828;1;;;;;9F649984-7241-4BE1-B40C-96D4A0250BFE;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;7622,81;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);421828;18.11.13;18.11.13
;+;19.11.13;12:00:00;Поступление товаров;00000110264;Номер документа в Е-Фарма 423588;1;;;;;D9987551-752A-46F5-897F-195EACAEC1C7;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;29223,27;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);423588;18.11.13;18.11.13
;+;19.11.13;12:00:00;Поступление товаров;00000110271;Номер документа в Е-Фарма 422815;1;;;;;27C746AC-912D-4DF7-B59C-EEC415507F17;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4752,32;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);422815;18.11.13;18.11.13
;+;19.11.13;12:00:00;Поступление товаров;00000110272;Номер документа в Е-Фарма 423695;1;;;;;CBD355C2-AD96-41E4-9D39-A4C01CB3C42C;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;55418,16;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);423695;18.11.13;18.11.13
;+;19.11.13;12:00:00;Поступление товаров;00000110281;Номер документа в Е-Фарма 422813;1;;;;;28A4D379-FD33-4134-A74E-794B1BFB084B;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2686,31;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);422813;18.11.13;18.11.13
;+;19.11.13;12:00:00;Поступление товаров;00000110282;Номер документа в Е-Фарма 424053;1;;;;;489A1EC2-6B0B-40C5-B8FE-A4718001F9E4;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;7657,65;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);424053;18.11.13;18.11.13
;+;19.11.13;12:00:00;Поступление товаров;00000110283;Номер документа в Е-Фарма 424054;1;;;;;8B38B1B7-02B3-4F5F-969E-85CD633F6E93;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;22403,99;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);424054;18.11.13;18.11.13
;+;19.11.13;12:00:00;Поступление товаров;00000110307;Номер документа в Е-Фарма 423167;1;;;;;7B193406-7CAE-4E37-AF28-65F10B26571B;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2984,74;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);423167;18.11.13;18.11.13
;+;19.11.13;12:00:00;Поступление товаров;00000110308;Номер документа в Е-Фарма 423850;1;;;;;D2DE69E6-51C9-4722-AB96-BF121C5DC340;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;79983,31;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);423850;18.11.13;18.11.13
;+;19.11.13;12:00:00;Поступление товаров;00000110310;Номер документа в Е-Фарма 421970;1;;;;;C6611FA7-BC50-479E-9F80-B0CD812760F3;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;9616,01;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);421970;18.11.13;18.11.13
;+;19.11.13;12:00:00;Поступление товаров;00000110311;Номер документа в Е-Фарма 423082;1;;;;;76AF429F-D65F-4713-B9CC-772A765AA46E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2330,82;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);423082;18.11.13;18.11.13
;+;19.11.13;12:00:00;Поступление товаров;00000110315;Номер документа в Е-Фарма 420047;1;;;;;119B3678-10D9-49DF-879C-77CEB98BCC19;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4906,51;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);420047;15.11.13;15.11.13
;+;19.11.13;12:00:00;Поступление товаров;00000110316;Номер документа в Е-Фарма 420128;1;;;;;48B27DF4-A36F-4E84-94AF-6815728719D8;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3990,99;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);420128;15.11.13;15.11.13
;+;19.11.13;12:00:00;Поступление товаров;00000110317;Номер документа в Е-Фарма 421784;1;;;;;1384414D-2BA1-49D7-8C97-987AB9F3CF2B;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2150,25;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);421784;18.11.13;18.11.13
;+;19.11.13;12:00:00;Поступление товаров;00000110318;Номер документа в Е-Фарма 422706;1;;;;;263C9482-5C9C-40A7-BF74-7DBA3D0A032C;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3732,3;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);422706;18.11.13;18.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110359;Номер документа в Е-Фарма 425842;1;;;;;B3FF4C27-DDCC-42C5-AAD7-5373C9DF34D0;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5498,98;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);425842;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110363;Номер документа в Е-Фарма 426115;1;;;;;459F8540-E4AA-4536-9CAE-D76DA85A1196;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2684,84;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);426115;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110392;Номер документа в Е-Фарма 426020;1;;;;;B5BC18D8-B71E-4D04-8958-6AE4E682C35A;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;9159,63;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);426020;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110401;Номер документа в Е-Фарма 425845;1;;;;;8162988E-AE47-4867-8836-B1815C4B226B;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2425,06;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);425845;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110402;Номер документа в Е-Фарма 426246;1;;;;;154FA97F-CA45-4963-BC2A-BC272D9C2C78;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2739;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);426246;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110409;Номер документа в Е-Фарма 422507;1;;;;;1B23F3A6-D83F-4B4D-B953-ACB212965C6E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6083,62;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);422507;18.11.13;18.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110410;Номер документа в Е-Фарма 424071;1;;;;;38D1DCD7-8DB7-4C81-87E9-57E8049DA507;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;41105,21;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);424071;18.11.13;18.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110412;Номер документа в Е-Фарма 423694;1;;;;;BCECEB4B-592B-4DA9-8D0C-9FA3C999F80F;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;15953,11;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);423694;18.11.13;18.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110416;Номер документа в Е-Фарма 425741;1;;;;;A243269B-90A9-4AC4-A5A0-15ED172F70D4;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2711,77;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);425741;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110420;Номер документа в Е-Фарма 422370;1;;;;;0267BEDC-23F9-44C4-8F9C-FE407D02EAD7;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3816,34;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);422370;18.11.13;18.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110421;Номер документа в Е-Фарма 423433;1;;;;;C674925C-1D63-4888-8F22-A456D5E3E540;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;13709,8;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);423433;18.11.13;18.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110427;Номер документа в Е-Фарма 426021;1;;;;;BE06F00A-4667-456E-84B1-63E36D644AA6;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;9719,42;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);426021;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110459;Номер документа в Е-Фарма 425503;1;;;;;8BCA6C68-E37A-494B-A871-5EBFA2FB2693;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6776,94;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);425503;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110461;Номер документа в Е-Фарма 424818;1;;;;;5E3809C8-6E38-4D5A-8A67-62B6E08DB862;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;60786;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);424818;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110462;Номер документа в Е-Фарма 425511;1;;;;;1928D63F-7DBB-48BE-BBEC-F9F1E7E3A3A3;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2657,37;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);425511;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110478;Номер документа в Е-Фарма 425710;1;;;;;0D4C3592-DAAE-418E-ABA7-17B70CCE0FAE;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4312,94;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);425710;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110509;Номер документа в Е-Фарма 426222;1;;;;;17678773-D3BE-4B21-83B4-7E39E4E72E63;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6865,76;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);426222;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110524;Номер документа в Е-Фарма 425908;1;;;;;7BDF4402-302A-4653-914C-F2D2074ACAD4;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5650,04;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);425908;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110544;Номер документа в Е-Фарма 425758;1;;;;;BF1DB6B7-B2CE-4192-AE58-98F2C4908B77;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;8092,04;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);425758;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110547;Номер документа в Е-Фарма 425781;1;;;;;915F3489-E871-4F57-A08B-AF2A65488149;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;13244,5;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);425781;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110564;Номер документа в Е-Фарма 424509;1;;;;;EDABCF8B-7D21-4CDA-AC49-B5E88FBD14CE;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3178,45;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);424509;19.11.13;19.11.13
;+;21.11.13;12:00:00;Поступление товаров;00000110579;Номер документа в Е-Фарма 427347;1;;;;;D5CB7972-167F-4A8D-99E5-B2673E3A53E3;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4203,43;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);427347;20.11.13;20.11.13
;+;21.11.13;12:00:00;Поступление товаров;00000110587;Номер документа в Е-Фарма 427433;1;;;;;D8B35D7B-82CF-48DE-ADB6-CC6FD488196A;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5049,58;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);427433;20.11.13;20.11.13
;+;21.11.13;12:00:00;Поступление товаров;00000110597;Номер документа в Е-Фарма 427513;1;;;;;4E90449E-FA18-49C5-B798-6EEC2D704672;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;7287,49;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);427513;20.11.13;20.11.13
;+;21.11.13;12:00:00;Поступление товаров;00000110602;Номер документа в Е-Фарма 427574;1;;;;;642BBA1B-A6B9-4DA5-8E0A-C017E2C9E613;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3708,94;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);427574;20.11.13;20.11.13
;+;21.11.13;12:00:00;Поступление товаров;00000110603;Номер документа в Е-Фарма 427611;1;;;;;CD63F5DC-6A8F-44B0-85A1-F1D12A52DE46;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2604,79;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);427611;20.11.13;20.11.13
;+;21.11.13;12:00:00;Поступление товаров;00000110608;Номер документа в Е-Фарма 427202;1;;;;;C9F44730-EEE0-444E-B4CD-985AF4B3E5C6;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;10632,41;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);427202;20.11.13;20.11.13
;+;21.11.13;12:00:00;Поступление товаров;00000110610;Номер документа в Е-Фарма 427293;1;;;;;DCB5C45C-166E-4481-8FD1-5F65195FC4C7;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;31119;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);427293;20.11.13;20.11.13
;+;21.11.13;12:00:00;Поступление товаров;00000110630;Номер документа в Е-Фарма 427724;1;;;;;28F870D7-72B1-4561-AD55-CA5F7050E056;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;11983,87;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);427724;20.11.13;20.11.13
;+;21.11.13;12:00:00;Поступление товаров;00000110640;Номер документа в Е-Фарма 426559;1;;;;;5F85026C-7C29-4A0D-AE29-AD07ACCA4227;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;8972,95;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);426559;20.11.13;20.11.13
;+;21.11.13;12:00:00;Поступление товаров;00000110643;Номер документа в Е-Фарма 427380;1;;;;;DB7CCECB-4871-468B-BAEE-4744BA9AF44E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3678,65;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);427380;20.11.13;20.11.13
;+;21.11.13;12:00:00;Поступление товаров;00000110644;Номер документа в Е-Фарма 427405;1;;;;;DF7028F6-EFBB-482D-8DD8-21E6EF826B4E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6600,73;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);427405;20.11.13;20.11.13
;+;21.11.13;12:00:00;Поступление товаров;00000110653;Номер документа в Е-Фарма 427094;1;;;;;07390A40-CCB4-44CE-8592-EB8CE3C2C0F1;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5226,91;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);427094;20.11.13;20.11.13
;+;21.11.13;12:00:00;Поступление товаров;00000110673;Номер документа в Е-Фарма 427668;1;;;;;CA8702A7-5406-4E01-90C1-F9A650DD1FA3;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;9532,64;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);427668;20.11.13;20.11.13
;+;21.11.13;12:00:00;Поступление товаров;00000110677;Номер документа в Е-Фарма 427432;1;;;;;6B03FEFA-6A20-4F26-AC84-B6137F8D319E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;7043,83;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);427432;20.11.13;20.11.13
;+;21.11.13;12:00:00;Поступление товаров;00000110688;Номер документа в Е-Фарма 427684;1;;;;;102736AB-0F36-4BC0-98E5-0364BED23ED3;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6141,27;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);427684;20.11.13;20.11.13
;+;21.11.13;12:00:00;Поступление товаров;00000110691;Номер документа в Е-Фарма 427756;1;;;;;D468D171-A6AA-4F0C-A717-4ECE1B4F7FF6;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;11039,1;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);427756;20.11.13;20.11.13
;+;21.11.13;12:00:00;Поступление товаров;00000110692;Номер документа в Е-Фарма 427461;1;;;;;7BA0EFDE-37D5-4BC4-92C8-A511138717FE;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;8715,42;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);427461;20.11.13;20.11.13
;+;21.11.13;12:00:00;Поступление товаров;00000110707;Номер документа в Е-Фарма 426626;1;;;;;53CCFC36-1085-4A70-8DD5-9154B34C7BA6;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;14295,65;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);426626;20.11.13;20.11.13
;+;21.11.13;12:00:00;Поступление товаров;00000110718;Номер документа в Е-Фарма 427757;1;;;;;B7C767E6-3AD8-410A-8899-13428070B289;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5237,61;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);427757;20.11.13;20.11.13
;+;21.11.13;12:00:00;Поступление товаров;00000110789;Номер документа в Е-Фарма 427903;1;;;;;EA20CFEF-64D9-4BAD-9860-076E67997BB1;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;9722,92;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);427903;20.11.13;20.11.13
;+;21.11.13;12:00:00;Поступление товаров;00000110792;Номер документа в Е-Фарма 428144;1;;;;;0090CFE9-1EC7-43D7-99E1-FF2B197464F4;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5162,08;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);428144;20.11.13;20.11.13
